date,EUR_USD_rate_diff,USD_JPY_rate_diff,GBP_USD_rate_diff,USD_CHF_rate_diff
2000-01-01,3.45,5.42947,,4.26573
2000-01-02,3.45,5.42947,,4.26573
2000-01-03,3.45,5.42947,,4.26573
2000-01-04,3.45,5.42947,-0.859,4.26573
2000-01-05,3.45,5.42947,-0.9916,4.26573
2000-01-06,3.45,5.42947,-0.5292000000000003,4.26573
2000-01-07,3.45,5.42947,-1.0328,4.26573
2000-01-08,3.45,5.42947,-1.0328,4.26573
2000-01-09,3.45,5.42947,-1.0328,4.26573
2000-01-10,3.45,5.42947,-1.1532,4.26573
2000-01-11,3.45,5.42947,-1.5014000000000003,4.26573
2000-01-12,3.45,5.42947,-1.8064,4.26573
2000-01-13,3.45,5.42947,0.07850000000000001,4.26573
2000-01-14,3.45,5.42947,-0.43740000000000023,4.26573
2000-01-15,3.45,5.42947,-0.43740000000000023,4.26573
2000-01-16,3.45,5.42947,-0.43740000000000023,4.26573
2000-01-17,3.45,5.42947,0.010399999999999743,4.26573
2000-01-18,3.45,5.42947,0.055600000000000094,4.26573
2000-01-19,3.45,5.42947,0.7142,4.26573
2000-01-20,3.45,5.42947,0.5957999999999997,4.26573
2000-01-21,3.45,5.42947,0.44120000000000026,4.26573
2000-01-22,3.45,5.42947,0.44120000000000026,4.26573
2000-01-23,3.45,5.42947,0.44120000000000026,4.26573
2000-01-24,3.45,5.42947,0.41859999999999964,4.26573
2000-01-25,3.45,5.42947,0.6094999999999997,4.26573
2000-01-26,3.45,5.42947,0.6249000000000002,4.26573
2000-01-27,3.45,5.42947,1.0668999999999995,4.26573
2000-01-28,3.45,5.42947,0.5923999999999996,4.26573
2000-01-29,3.45,5.42947,0.5923999999999996,4.26573
2000-01-30,3.45,5.42947,0.5923999999999996,4.26573
2000-01-31,3.45,5.42947,1.1559999999999997,4.26573
2000-02-01,3.7300000000000004,5.6955,0.4037999999999995,3.7881900000000006
2000-02-02,3.7300000000000004,5.6955,0.12049999999999983,3.7881900000000006
2000-02-03,3.7300000000000004,5.6955,0.11469999999999914,3.7881900000000006
2000-02-04,3.4800000000000004,5.6955,-0.09660000000000046,3.7881900000000006
2000-02-05,3.4800000000000004,5.6955,-0.09660000000000046,3.7881900000000006
2000-02-06,3.4800000000000004,5.6955,-0.09660000000000046,3.7881900000000006
2000-02-07,3.4800000000000004,5.6955,-0.49020000000000064,3.7881900000000006
2000-02-08,3.4800000000000004,5.6955,-0.6916000000000002,3.7881900000000006
2000-02-09,3.4800000000000004,5.6955,-1.0392000000000001,3.7881900000000006
2000-02-10,3.4800000000000004,5.6955,0.5115999999999996,3.7881900000000006
2000-02-11,3.4800000000000004,5.6955,0.12189999999999923,3.7881900000000006
2000-02-12,3.4800000000000004,5.6955,0.12189999999999923,3.7881900000000006
2000-02-13,3.4800000000000004,5.6955,0.12189999999999923,3.7881900000000006
2000-02-14,3.4800000000000004,5.6955,0.19459999999999944,3.7881900000000006
2000-02-15,3.4800000000000004,5.6955,0.33839999999999915,3.7881900000000006
2000-02-16,3.4800000000000004,5.6955,0.4969999999999999,3.7881900000000006
2000-02-17,3.4800000000000004,5.6955,0.0,3.7881900000000006
2000-02-18,3.4800000000000004,5.6955,0.41419999999999924,3.7881900000000006
2000-02-19,3.4800000000000004,5.6955,0.41419999999999924,3.7881900000000006
2000-02-20,3.4800000000000004,5.6955,0.41419999999999924,3.7881900000000006
2000-02-21,3.4800000000000004,5.6955,0.11179999999999968,3.7881900000000006
2000-02-22,3.4800000000000004,5.6955,0.4300999999999995,3.7881900000000006
2000-02-23,3.4800000000000004,5.6955,0.12039999999999917,3.7881900000000006
2000-02-24,3.4800000000000004,5.6955,0.6213999999999995,3.7881900000000006
2000-02-25,3.4800000000000004,5.6955,0.19949999999999957,3.7881900000000006
2000-02-26,3.4800000000000004,5.6955,0.19949999999999957,3.7881900000000006
2000-02-27,3.4800000000000004,5.6955,0.19949999999999957,3.7881900000000006
2000-02-28,3.4800000000000004,5.6955,0.16939999999999955,3.7881900000000006
2000-02-29,3.4800000000000004,5.6955,0.27529999999999966,3.7881900000000006
2000-03-01,3.5999999999999996,5.82864,0.391,4.2375799999999995
2000-03-02,3.5999999999999996,5.82864,0.45030000000000037,4.2375799999999995
2000-03-03,3.5999999999999996,5.82864,-0.016199999999999548,4.2375799999999995
2000-03-04,3.5999999999999996,5.82864,-0.016199999999999548,4.2375799999999995
2000-03-05,3.5999999999999996,5.82864,-0.016199999999999548,4.2375799999999995
2000-03-06,3.5999999999999996,5.82864,0.06650000000000045,4.2375799999999995
2000-03-07,3.5999999999999996,5.82864,0.41930000000000067,4.2375799999999995
2000-03-08,3.5999999999999996,5.82864,0.05690000000000062,4.2375799999999995
2000-03-09,3.5999999999999996,5.82864,-0.08369999999999944,4.2375799999999995
2000-03-10,3.5999999999999996,5.82864,-0.3832999999999993,4.2375799999999995
2000-03-11,3.5999999999999996,5.82864,-0.3832999999999993,4.2375799999999995
2000-03-12,3.5999999999999996,5.82864,-0.3832999999999993,4.2375799999999995
2000-03-13,3.5999999999999996,5.82864,-0.4261999999999997,4.2375799999999995
2000-03-14,3.5999999999999996,5.82864,-0.5503,4.2375799999999995
2000-03-15,3.5999999999999996,5.82864,-0.5802999999999994,4.2375799999999995
2000-03-16,3.5999999999999996,5.82864,-0.6523999999999992,4.2375799999999995
2000-03-17,3.3499999999999996,5.82864,0.4067000000000007,4.2375799999999995
2000-03-18,3.3499999999999996,5.82864,0.4067000000000007,4.2375799999999995
2000-03-19,3.3499999999999996,5.82864,0.4067000000000007,4.2375799999999995
2000-03-20,3.3499999999999996,5.82864,-0.07819999999999983,4.2375799999999995
2000-03-21,3.3499999999999996,5.82864,0.3037000000000001,4.2375799999999995
2000-03-22,3.3499999999999996,5.82864,0.6735000000000007,4.2375799999999995
2000-03-23,3.3499999999999996,5.82864,-0.1614999999999993,4.2375799999999995
2000-03-24,3.3499999999999996,5.82864,-0.3714999999999993,4.2375799999999995
2000-03-25,3.3499999999999996,5.82864,-0.3714999999999993,4.2375799999999995
2000-03-26,3.3499999999999996,5.82864,-0.3714999999999993,4.2375799999999995
2000-03-27,3.3499999999999996,5.82864,-0.38209999999999944,4.2375799999999995
2000-03-28,3.3499999999999996,5.82864,-0.5404999999999998,4.2375799999999995
2000-03-29,3.3499999999999996,5.82864,-0.3495999999999997,4.2375799999999995
2000-03-30,3.3499999999999996,5.82864,-0.08389999999999986,4.2375799999999995
2000-03-31,3.3499999999999996,5.82864,-0.13209999999999944,4.2375799999999995
2000-04-01,3.5199999999999996,6.0,-0.30209999999999937,3.3920699999999995
2000-04-02,3.5199999999999996,6.0,-0.30209999999999937,3.3920699999999995
2000-04-03,3.5199999999999996,6.0,-0.3285999999999998,3.3920699999999995
2000-04-04,3.5199999999999996,6.0,-0.4352999999999998,3.3920699999999995
2000-04-05,3.5199999999999996,6.0,-0.6245999999999992,3.3920699999999995
2000-04-06,3.5199999999999996,6.0,-0.1932999999999998,3.3920699999999995
2000-04-07,3.5199999999999996,6.0,-0.15109999999999957,3.3920699999999995
2000-04-08,3.5199999999999996,6.0,-0.15109999999999957,3.3920699999999995
2000-04-09,3.5199999999999996,6.0,-0.15109999999999957,3.3920699999999995
2000-04-10,3.5199999999999996,6.0,0.13920000000000066,3.3920699999999995
2000-04-11,3.5199999999999996,6.0,0.17840000000000078,3.3920699999999995
2000-04-12,3.5199999999999996,6.0,-0.08499999999999996,3.3920699999999995
2000-04-13,3.5199999999999996,6.0,-0.20679999999999943,3.3920699999999995
2000-04-14,3.5199999999999996,6.0,-0.4131999999999998,3.3920699999999995
2000-04-15,3.5199999999999996,6.0,-0.4131999999999998,3.3920699999999995
2000-04-16,3.5199999999999996,6.0,-0.4131999999999998,3.3920699999999995
2000-04-17,3.5199999999999996,6.0,-0.1465999999999994,3.3920699999999995
2000-04-18,3.5199999999999996,6.0,-0.07639999999999958,3.3920699999999995
2000-04-19,3.5199999999999996,6.0,0.3977000000000004,3.3920699999999995
2000-04-20,3.5199999999999996,6.0,0.24040000000000017,3.3920699999999995
2000-04-21,3.5199999999999996,6.0,0.24040000000000017,3.3920699999999995
2000-04-22,3.5199999999999996,6.0,0.24040000000000017,3.3920699999999995
2000-04-23,3.5199999999999996,6.0,0.24040000000000017,3.3920699999999995
2000-04-24,3.5199999999999996,6.0,0.24040000000000017,3.3920699999999995
2000-04-25,3.5199999999999996,6.0,-0.08069999999999933,3.3920699999999995
2000-04-26,3.5199999999999996,6.0,0.056700000000000195,3.3920699999999995
2000-04-27,3.5199999999999996,6.0,0.3659000000000008,3.3920699999999995
2000-04-28,3.2699999999999996,6.0,-0.17149999999999999,3.3920699999999995
2000-04-29,3.2699999999999996,6.0,-0.17149999999999999,3.3920699999999995
2000-04-30,3.2699999999999996,6.0,-0.17149999999999999,3.3920699999999995
2000-05-01,3.5199999999999996,6.249,-0.4215,4.07939
2000-05-02,3.5199999999999996,6.249,-0.5529999999999999,4.07939
2000-05-03,3.5199999999999996,6.249,-0.6745999999999999,4.07939
2000-05-04,3.5199999999999996,6.249,-0.12149999999999928,4.07939
2000-05-05,3.5199999999999996,6.249,-0.3832999999999993,4.07939
2000-05-06,3.5199999999999996,6.249,-0.3832999999999993,4.07939
2000-05-07,3.5199999999999996,6.249,-0.3832999999999993,4.07939
2000-05-08,3.5199999999999996,6.249,-0.5614999999999997,4.07939
2000-05-09,3.5199999999999996,6.249,-0.5476999999999999,4.07939
2000-05-10,3.5199999999999996,6.249,-0.49689999999999923,4.07939
2000-05-11,3.5199999999999996,6.249,-0.1943999999999999,4.07939
2000-05-12,3.5199999999999996,6.249,0.10220000000000073,4.07939
2000-05-13,3.5199999999999996,6.249,0.10220000000000073,4.07939
2000-05-14,3.5199999999999996,6.249,0.10220000000000073,4.07939
2000-05-15,3.5199999999999996,6.249,-0.3583999999999996,4.07939
2000-05-16,3.5199999999999996,6.249,0.08650000000000002,4.07939
2000-05-17,3.5199999999999996,6.249,-0.46469999999999967,4.07939
2000-05-18,3.5199999999999996,6.249,-0.6360999999999999,4.07939
2000-05-19,3.5199999999999996,6.249,-0.5723999999999991,4.07939
2000-05-20,3.5199999999999996,6.249,-0.5723999999999991,4.07939
2000-05-21,3.5199999999999996,6.249,-0.5723999999999991,4.07939
2000-05-22,3.5199999999999996,6.249,-0.11929999999999996,4.07939
2000-05-23,3.5199999999999996,6.249,0.058100000000000485,4.07939
2000-05-24,3.5199999999999996,6.249,-0.46999999999999975,4.07939
2000-05-25,3.5199999999999996,6.249,-0.24209999999999976,4.07939
2000-05-26,3.5199999999999996,6.249,-0.6172999999999993,4.07939
2000-05-27,3.5199999999999996,6.249,-0.6172999999999993,4.07939
2000-05-28,3.5199999999999996,6.249,-0.6172999999999993,4.07939
2000-05-29,3.5199999999999996,6.249,-0.6172999999999993,4.07939
2000-05-30,3.5199999999999996,6.249,-0.4540999999999995,4.07939
2000-05-31,3.5199999999999996,6.249,-0.2931999999999997,4.07939
2000-06-01,3.7800000000000002,6.5090900000000005,-0.7799000000000005,3.56138
2000-06-02,3.7800000000000002,6.5090900000000005,-0.8405000000000005,3.56138
2000-06-03,3.7800000000000002,6.5090900000000005,-0.8405000000000005,3.56138
2000-06-04,3.7800000000000002,6.5090900000000005,-0.8405000000000005,3.56138
2000-06-05,3.7800000000000002,6.5090900000000005,-0.8755000000000006,3.56138
2000-06-06,3.7800000000000002,6.5090900000000005,-0.9926000000000004,3.56138
2000-06-07,3.7800000000000002,6.5090900000000005,-0.28549999999999986,3.56138
2000-06-08,3.7800000000000002,6.5090900000000005,0.02919999999999945,3.56138
2000-06-09,3.2800000000000002,6.5090900000000005,-0.9671000000000003,3.56138
2000-06-10,3.2800000000000002,6.5090900000000005,-0.9671000000000003,3.56138
2000-06-11,3.2800000000000002,6.5090900000000005,-0.9671000000000003,3.56138
2000-06-12,3.2800000000000002,6.5090900000000005,-0.8078000000000003,3.56138
2000-06-13,3.2800000000000002,6.5090900000000005,-0.7797000000000001,3.56138
2000-06-14,3.2800000000000002,6.5090900000000005,-0.9149000000000003,3.56138
2000-06-15,3.2800000000000002,6.5090900000000005,-0.30820000000000025,3.56138
2000-06-16,3.2800000000000002,6.5090900000000005,-0.9483000000000006,3.56138
2000-06-17,3.2800000000000002,6.5090900000000005,-0.9483000000000006,3.56138
2000-06-18,3.2800000000000002,6.5090900000000005,-0.9483000000000006,3.56138
2000-06-19,3.2800000000000002,6.5090900000000005,-0.8883000000000001,3.56138
2000-06-20,3.2800000000000002,6.5090900000000005,-0.3180000000000005,3.56138
2000-06-21,3.2800000000000002,6.5090900000000005,-0.7868000000000004,3.56138
2000-06-22,3.2800000000000002,6.5090900000000005,-0.023100000000000342,3.56138
2000-06-23,3.2800000000000002,6.5090900000000005,0.2474999999999996,3.56138
2000-06-24,3.2800000000000002,6.5090900000000005,0.2474999999999996,3.56138
2000-06-25,3.2800000000000002,6.5090900000000005,0.2474999999999996,3.56138
2000-06-26,3.2800000000000002,6.5090900000000005,-0.8208000000000002,3.56138
2000-06-27,3.2800000000000002,6.5090900000000005,-0.8043000000000005,3.56138
2000-06-28,3.2800000000000002,6.5090900000000005,-0.17850000000000055,3.56138
2000-06-29,3.2800000000000002,6.5090900000000005,-0.47630000000000017,3.56138
2000-06-30,3.2800000000000002,6.5090900000000005,-1.2708000000000004,3.56138
2000-07-01,3.29,6.519,-1.2808000000000002,3.52467
2000-07-02,3.29,6.519,-1.2808000000000002,3.52467
2000-07-03,3.29,6.519,-1.1798000000000002,3.52467
2000-07-04,3.29,6.519,-0.7794999999999996,3.52467
2000-07-05,3.29,6.519,-0.9589999999999996,3.52467
2000-07-06,3.29,6.519,-0.5354000000000001,3.52467
2000-07-07,3.29,6.519,-0.9436999999999998,3.52467
2000-07-08,3.29,6.519,-0.9436999999999998,3.52467
2000-07-09,3.29,6.519,-0.9436999999999998,3.52467
2000-07-10,3.29,6.519,-0.8170999999999999,3.52467
2000-07-11,3.29,6.519,-0.7751999999999999,3.52467
2000-07-12,3.29,6.519,0.06810000000000027,3.52467
2000-07-13,3.29,6.519,0.060399999999999565,3.52467
2000-07-14,3.29,6.519,-0.7958999999999996,3.52467
2000-07-15,3.29,6.519,-0.7958999999999996,3.52467
2000-07-16,3.29,6.519,-0.7958999999999996,3.52467
2000-07-17,3.29,6.519,-0.7195999999999998,3.52467
2000-07-18,3.29,6.519,-0.3409000000000004,3.52467
2000-07-19,3.29,6.519,-0.06630000000000003,3.52467
2000-07-20,3.29,6.519,0.23660000000000014,3.52467
2000-07-21,3.29,6.519,-0.2012999999999998,3.52467
2000-07-22,3.29,6.519,-0.2012999999999998,3.52467
2000-07-23,3.29,6.519,-0.2012999999999998,3.52467
2000-07-24,3.29,6.519,-0.9257,3.52467
2000-07-25,3.29,6.519,-0.8502000000000001,3.52467
2000-07-26,3.29,6.519,-0.6943000000000001,3.52467
2000-07-27,3.29,6.519,-0.005700000000000038,3.52467
2000-07-28,3.29,6.519,-0.7004000000000001,3.52467
2000-07-29,3.29,6.519,-0.7004000000000001,3.52467
2000-07-30,3.29,6.519,-0.7004000000000001,3.52467
2000-07-31,3.29,6.519,-0.6943000000000001,3.52467
2000-08-01,3.25,6.34478,-0.8491999999999997,3.57531
2000-08-02,3.25,6.34478,-0.8860999999999999,3.57531
2000-08-03,3.25,6.34478,-0.20389999999999997,3.57531
2000-08-04,3.25,6.34478,-0.20969999999999978,3.57531
2000-08-05,3.25,6.34478,-0.20969999999999978,3.57531
2000-08-06,3.25,6.34478,-0.20969999999999978,3.57531
2000-08-07,3.25,6.34478,-0.7561,3.57531
2000-08-08,3.25,6.34478,-0.6439000000000004,3.57531
2000-08-09,3.25,6.34478,-0.7488000000000001,3.57531
2000-08-10,3.25,6.34478,-0.8895999999999997,3.57531
2000-08-11,3.25,6.34478,-0.3849,3.57531
2000-08-12,3.25,6.34478,-0.3849,3.57531
2000-08-13,3.25,6.34478,-0.3849,3.57531
2000-08-14,3.25,6.34478,0.043400000000000105,3.57531
2000-08-15,3.25,6.34478,-0.7991999999999999,3.57531
2000-08-16,3.25,6.34478,-0.8924000000000003,3.57531
2000-08-17,3.25,6.34478,-1.0140000000000002,3.57531
2000-08-18,3.25,6.34478,-1.0454999999999997,3.57531
2000-08-19,3.25,6.34478,-1.0454999999999997,3.57531
2000-08-20,3.25,6.34478,-1.0454999999999997,3.57531
2000-08-21,3.25,6.34478,-0.7793000000000001,3.57531
2000-08-22,3.25,6.34478,-0.7647000000000004,3.57531
2000-08-23,3.25,6.34478,-0.15770000000000017,3.57531
2000-08-24,3.25,6.34478,-0.7183999999999999,3.57531
2000-08-25,3.25,6.34478,-0.5179,3.57531
2000-08-26,3.25,6.34478,-0.5179,3.57531
2000-08-27,3.25,6.34478,-0.5179,3.57531
2000-08-28,3.25,6.34478,-0.5179,3.57531
2000-08-29,3.25,6.34478,0.2793000000000001,3.57531
2000-08-30,3.25,6.34478,-0.7942999999999998,3.57531
2000-08-31,3.25,6.34478,-0.8053999999999997,3.57531
2000-09-01,3.0199999999999996,6.270499999999999,-0.7882999999999996,3.2882799999999994
2000-09-02,3.0199999999999996,6.270499999999999,-0.7882999999999996,3.2882799999999994
2000-09-03,3.0199999999999996,6.270499999999999,-0.7882999999999996,3.2882799999999994
2000-09-04,3.0199999999999996,6.270499999999999,-0.7471999999999994,3.2882799999999994
2000-09-05,3.0199999999999996,6.270499999999999,-0.6914999999999996,3.2882799999999994
2000-09-06,3.0199999999999996,6.270499999999999,-0.9297999999999993,3.2882799999999994
2000-09-07,3.0199999999999996,6.270499999999999,-0.11389999999999922,3.2882799999999994
2000-09-08,3.0199999999999996,6.270499999999999,-0.08279999999999976,3.2882799999999994
2000-09-09,3.0199999999999996,6.270499999999999,-0.08279999999999976,3.2882799999999994
2000-09-10,3.0199999999999996,6.270499999999999,-0.08279999999999976,3.2882799999999994
2000-09-11,3.0199999999999996,6.270499999999999,-0.17439999999999944,3.2882799999999994
2000-09-12,3.0199999999999996,6.270499999999999,0.15340000000000042,3.2882799999999994
2000-09-13,3.0199999999999996,6.270499999999999,0.13070000000000004,3.2882799999999994
2000-09-14,3.0199999999999996,6.270499999999999,0.1645000000000003,3.2882799999999994
2000-09-15,3.0199999999999996,6.270499999999999,-0.6648999999999994,3.2882799999999994
2000-09-16,3.0199999999999996,6.270499999999999,-0.6648999999999994,3.2882799999999994
2000-09-17,3.0199999999999996,6.270499999999999,-0.6648999999999994,3.2882799999999994
2000-09-18,3.0199999999999996,6.270499999999999,-0.7667999999999999,3.2882799999999994
2000-09-19,3.0199999999999996,6.270499999999999,-0.37379999999999924,3.2882799999999994
2000-09-20,3.0199999999999996,6.270499999999999,-0.4758999999999993,3.2882799999999994
2000-09-21,3.0199999999999996,6.270499999999999,-0.5128999999999992,3.2882799999999994
2000-09-22,3.0199999999999996,6.270499999999999,-0.7894999999999994,3.2882799999999994
2000-09-23,3.0199999999999996,6.270499999999999,-0.7894999999999994,3.2882799999999994
2000-09-24,3.0199999999999996,6.270499999999999,-0.7894999999999994,3.2882799999999994
2000-09-25,3.0199999999999996,6.270499999999999,-0.7688999999999995,3.2882799999999994
2000-09-26,3.0199999999999996,6.270499999999999,-0.22079999999999966,3.2882799999999994
2000-09-27,3.0199999999999996,6.270499999999999,0.021900000000000475,3.2882799999999994
2000-09-28,3.0199999999999996,6.270499999999999,-0.3061999999999996,3.2882799999999994
2000-09-29,3.0199999999999996,6.270499999999999,-0.3393999999999995,3.2882799999999994
2000-09-30,3.0199999999999996,6.270499999999999,-0.3393999999999995,3.2882799999999994
2000-10-01,3.01,6.262379999999999,-0.3293999999999997,3.4473299999999996
2000-10-02,3.01,6.262379999999999,-0.7237999999999998,3.4473299999999996
2000-10-03,3.01,6.262379999999999,-0.3517000000000001,3.4473299999999996
2000-10-04,3.01,6.262379999999999,-0.5247000000000002,3.4473299999999996
2000-10-05,3.01,6.262379999999999,-0.8584999999999994,3.4473299999999996
2000-10-06,2.76,6.262379999999999,-0.43869999999999987,3.4473299999999996
