"id","commodity_id","inflation","interest_rate","currency","bond_yield","gdp","liquidity"
1,1,"4.27914806982223","2.97803178948224","USD","1.10612210454501","79926.2455637584","348.578164640495"
2,2,"4.92479708739322","7.24633241193952","USD","4.32404164898979","50179.8230576525","974.058313826849"
3,3,"2.43413928616009","6.67936004276071","USD","9.3481009894891","20280.9621648935","593.929570113597"
4,4,"7.03262108553052","5.39033439677709","USD","7.85912712601956","88488.7502115734","663.412292994336"
5,5,"5.74229661444809","8.46204079850384","USD","0.159152983479001","78811.0812369894","229.118321483981"
6,6,"3.04616959966446","5.21917529355052","USD","2.4564061993422","15619.9182899772","841.024627967018"
7,7,"0.282956292698187","9.94372729132593","USD","0.476589342090912","28144.1721061664","471.364274534602"
8,8,"7.28764920755365","2.74860694777273","USD","1.07341399201932","41156.0096772849","955.347474057903"
9,9,"2.85262811112732","5.29142626244446","USD","6.29754751018105","801.774940691402","750.109409822772"
10,10,"4.1119488120112","6.16659216635113","USD","0.0354878761333621","71917.7111679271","441.050265241588"
11,11,"0.926635796144917","8.8193730610984","USD","6.02662366982688","3739.26582471342","217.692535350334"
12,12,"2.09061851072496","3.48702282025698","USD","2.97219553275201","81563.8933078393","356.492753362818"
13,13,"1.80511930338676","9.54194263151548","USD","6.16511483013879","54136.4457406879","649.103831167886"
14,14,"7.17218230670787","2.05481698139127","USD","2.85208013965995","63458.0561827663","94.0855406209355"
15,15,"1.16792388946861","2.82435816714717","USD","2.43147385173425","24591.3694267359","218.539117948118"
16,16,"8.43810299659166","6.89939175604818","USD","7.23049789313986","37187.7789970394","192.042207530749"
17,17,"7.55625313738054","7.79544187311611","USD","0.837671766699843","31556.7797411186","757.907303434995"
18,18,"1.35763885953948","5.12960539909695","USD","7.69373389179249","99390.1245347822","56.2281489288734"
19,19,"8.51465395487909","3.12588180495974","USD","0.140100538117713","70084.9844297289","425.356879465388"
20,20,"1.72833038938872","2.07207243640358","USD","7.63657953007397","48892.6762515511","617.437834299169"
21,21,"6.36407120401068","8.83790492649127","USD","8.0316632991219","11215.937512337","285.489438225595"
22,22,"0.527032997495027","5.85648711306059","USD","3.89797900485181","91506.8261390821","115.457600447888"
23,23,"4.16851593379323","8.15251004241325","USD","0.323722426198381","36688.4362156928","533.046544906472"
24,24,"4.67167184702973","5.26136054839334","USD","6.56914293932187","43506.4716089697","382.161971430818"
25,25,"5.25505243597372","9.14874321937635","USD","5.56152675324189","102.809189649666","212.494526813999"
26,26,"9.18948193621269","3.77465395017368","USD","0.336621633532692","31043.6476569402","428.808525165432"
27,27,"5.5825829335044","9.39807179474487","USD","9.87068056663628","50414.6810705313","777.203634191545"
28,28,"5.86555973256888","8.98967412418422","USD","4.61178069749282","3015.70275618916","128.357506967449"
29,29,"0.340544942498506","5.21054111851382","USD","3.15185729967129","11178.0539206896","290.466591342074"
30,30,"6.72386347280542","9.68291616595","USD","7.36377224442472","15268.3526694102","475.657964034731"
31,31,"0.657981766609952","8.93325573702656","USD","5.67356274717481","40230.0124787815","775.697197907816"
32,32,"8.46924447743544","7.42626445134325","USD","5.84836202989004","56000.8463391146","300.413286919579"
33,33,"8.12711589863777","5.55622253388668","USD","0.817607546282653","27861.6287625252","381.930604813134"
34,34,"7.85568543156739","1.62842321614271","USD","0.95806592082992","55614.5163099359","149.306521337085"
35,35,"1.28867682707333","0.373932025419854","USD","1.81397851745176","22571.7305981818","359.229955492156"
36,36,"5.20142845086585","7.61441677044893","USD","8.47566507670318","30637.9452854195","827.984766699824"
37,37,"7.97517555095671","2.97130548283363","USD","3.4282149952783","3977.95128740526","954.166589548478"
38,38,"0.307957007525999","6.99202901811846","USD","3.94031402497635","54932.6477012216","568.234101169672"
39,39,"5.32434079808856","1.51941715867766","USD","3.09563410147621","14868.8933196839","740.864785529585"
40,40,"8.43589889496413","1.66113281572092","USD","7.97246582333476","76620.9232625644","368.644611516844"
41,41,"7.56202281502616","2.11326367011354","USD","1.17833100255472","2641.25025822595","999.160343829778"
42,42,"4.41925048067599","4.81270943945904","USD","4.19126427123131","46095.6332338729","505.084858565777"
43,43,"6.39650180149837","1.26351292909206","USD","5.77290161292778","72965.2028949869","89.972413874525"
44,44,"4.04079004334382","2.6198162011679","USD","5.53387904833881","12731.2781911034","688.02375019841"
45,45,"4.206888487721","0.121697594255126","USD","7.90297944846423","2350.21001091715","891.63557085692"
46,46,"4.1141242906","2.32553302817277","USD","5.35363891585023","21177.1356112686","13.6523867603708"
47,47,"4.94846902287343","6.10036215449529","USD","8.25443352891867","70697.1349497734","674.022742259059"
48,48,"5.00061505422726","2.94414955459944","USD","9.27980994485958","11978.6225365012","990.455488272285"
49,49,"0.195090896533574","2.28951059645049","USD","2.56841549346174","11038.2651658575","961.450146219293"
50,50,"1.75011926048291","6.40141220772445","USD","4.00707709937976","89508.1408359624","285.756027475307"
51,51,"1.4672028263545","4.33252520606647","USD","0.0332547406645345","68634.4539837979","705.375887729833"
52,52,"3.39258974218359","7.11875400488064","USD","0.241252106865288","9940.21197694561","129.381755644873"
53,53,"1.73282280024779","7.01881273175387","USD","6.73189299139326","61984.132987378","305.812344242839"
54,54,"5.51135970730851","4.48252716628684","USD","3.37948740203284","41529.6197209788","408.951881602358"
55,55,"0.71635560777543","8.44825992008695","USD","7.60892136838226","91426.1270213382","233.233049325828"
56,56,"6.36968271696457","1.89680144892925","USD","5.92898758773766","55830.197693874","477.525272872489"
57,57,"7.10766457706836","3.02239108655241","USD","8.23330770951373","51760.9802471785","469.207251294481"
58,58,"5.54165904269141","9.88320606052292","USD","7.05188225102025","96117.1344170567","25.4267308323344"
59,59,"0.91212225047373","7.84746264264496","USD","8.76100297475594","8434.05484223365","714.855275121244"
60,60,"3.67281359114821","6.91606973038189","USD","4.39933009452897","2955.24713888722","463.487327432807"
61,61,"2.55636915537714","8.76337016370796","USD","9.97064678557619","58163.6002952007","811.065830479207"
62,62,"1.47514633795492","0.0636268948410312","USD","0.550599399206693","58533.3952177656","137.370387565395"
63,63,"6.50876807210684","9.20485540882777","USD","4.77420201444044","29464.0677164215","363.746611399041"
64,64,"0.839250426870166","7.17418408562305","USD","7.91461693165077","7989.27375081946","113.818820576707"
65,65,"2.28320694085166","5.55754189448944","USD","3.40441335410164","84292.5151230905","922.303283424526"
66,66,"2.47828252289538","6.60002937215873","USD","5.90719356340497","26870.9624913618","574.160248387591"
67,67,"4.84685884656152","6.72189555941492","USD","5.57890368884031","17206.6579208669","962.318140887881"
68,68,"8.96156281737105","5.6580760539224","USD","9.76526901534875","70213.996721651","977.321463279856"
69,69,"0.840709029053988","0.557139012383894","USD","9.36759527657026","76192.1868289923","703.464403833026"
70,70,"7.85710295093837","5.50363692502848","USD","7.40981399033012","14520.5223235703","414.903166132995"
71,71,"4.41909364013327","8.44913221989545","USD","6.70580079664226","28720.6306210073","427.084908714544"
72,72,"8.76679968283382","8.29436720446283","USD","2.5553735938321","17269.025459878","700.415685922272"
73,73,"2.85199565776083","2.79164890256168","USD","7.38564314992852","43195.9525486277","13.5550486482587"
74,74,"9.08932143196836","9.2504463687957","USD","3.27568151273155","81021.6738222213","497.836146462646"
75,75,"3.914999338517","0.341180727804127","USD","4.69118334000501","36183.9811329932","432.383676422808"
76,76,"5.0648230631857","4.72465881437616","USD","9.92956679671564","21496.4332270862","79.4859214623813"
77,77,"0.676649374426372","3.6056957979418","USD","6.6354111418083","29419.7357922403","51.1731699830971"
78,78,"5.03939626276277","9.72410445274571","USD","9.44118901415696","48694.4435898313","819.610134116353"
79,79,"7.81082183334816","9.83423446499426","USD","9.89685768101903","83105.3288189784","4.01697010829771"
80,80,"6.4366006659451","1.13809446788286","USD","0.770048406666133","84225.7104629901","707.092475300467"
81,81,"6.25722106752504","7.00898584041582","USD","3.50221651665716","31611.2026180987","319.914602428819"
82,82,"5.65580110501347","9.6191480988822","USD","9.57718606158711","80821.6654720028","320.947759203451"
83,83,"7.33282142976275","0.731382001097018","USD","0.158611547415202","41986.9501213109","728.545545919453"
84,84,"6.7771016923998","0.875770093506152","USD","3.11017751067764","59737.871710398","397.167058512357"
85,85,"8.88294641129807","3.10365924223873","USD","5.62115426429598","50054.48595401","481.152249542984"
86,86,"5.11125128847497","2.32361450955057","USD","4.11535207579568","78983.3992405049","46.5747398917544"
87,87,"6.19954757626797","4.74942954045728","USD","0.479576069894383","52120.0000895026","77.7169695379587"
88,88,"9.16115151834079","9.36656489287645","USD","9.5208378802664","55805.5043422826","883.987850681421"
89,89,"5.4305488731061","8.58724425882589","USD","6.65885176645945","16654.7846135481","850.043283353388"
90,90,"4.54840504646151","9.57013283181796","USD","5.15105909953211","2100.94884019314","761.829065076646"
91,91,"0.159879442763038","9.96316612760328","USD","6.05833891844327","86669.8453183091","416.687254603316"
92,92,"2.84229750729858","5.09752935224391","USD","3.30266185447765","34161.9899801236","161.959324669353"
93,93,"6.41049589174187","2.96147770512837","USD","0.975505652758197","42350.9338460774","812.169753524773"
94,94,"4.81517780212895","9.04877039589996","USD","9.49170438351354","67498.0468434294","444.564775332862"
95,95,"5.20003453567061","4.52881151793906","USD","1.89432692110191","99820.6265558945","700.370484134923"
96,96,"4.98625654635845","6.03504219662757","USD","1.49732728907744","1692.58973679367","797.13427110352"
97,97,"7.95168423575888","0.649890484862941","USD","4.6586786041063","40147.6023830304","143.92437527235"
98,98,"8.16507346743361","9.69902364447847","USD","7.97839552059459","14119.1595926921","224.509970585118"
99,99,"3.12657521880359","6.91764981532829","USD","9.32676233795469","84687.2559922233","104.395493166797"
