"id","commodity_id","inflation","interest_rate","currency","bond_yield","gdp","liquidity"
250,250,"0.977701640806192","4.39271688698852","INR","3.33357709648338","69421.9811556473","749.379875928674"
251,251,"5.88640529247617","8.82524624457002","INR","1.32230615059715","89806.3585159027","169.647311107841"
252,252,"2.8170765422423","5.64527925760347","INR","9.3578416655862","37259.4326835264","339.543654358193"
253,253,"6.11037315525377","0.829199590969267","INR","2.71461610305371","45841.8328515425","207.960739639594"
254,254,"2.02517722097946","3.70471536285543","INR","4.97992037886667","97220.0970053761","71.4755851717037"
255,255,"8.03048361878229","9.46443482962803","INR","1.34816208671287","47010.2287844824","669.38092261242"
256,256,"5.94828573738454","6.06611075497108","INR","7.86620815314441","20999.0849848542","48.4176823437137"
257,257,"8.54651172077991","3.66620506078663","INR","7.08783147996213","70617.0558628168","646.748430652595"
258,258,"3.85525501381009","1.02357870659713","INR","4.54020931790462","8779.46009544934","325.196468301849"
259,259,"2.6270943586097","3.25081335729122","INR","2.94740068682217","93467.7853105807","465.066726753727"
260,260,"1.32247164249407","4.3730792322416","INR","8.82863443818467","68083.9657100712","536.356712438004"
261,261,"1.00740397140917","4.62912583342173","INR","1.6280487907513","13247.6539361534","533.464257550115"
262,262,"4.97169059918176","6.44903144906476","INR","7.6770807821644","88037.4813728156","376.000940944213"
263,263,"7.4473130902984","9.8370451675003","INR","9.22625973218238","15116.5288681718","12.6401328486068"
264,264,"3.80379433470127","6.96690086548602","INR","0.240153133496359","34029.5511861313","971.736427639854"
265,265,"2.67040716254245","5.53856340259261","INR","2.02447696161515","2144.67552011979","723.703288622141"
266,266,"7.1451166483971","4.07110961198139","INR","0.873275764749659","28533.5213007649","954.232353658709"
267,267,"7.06601759753137","6.42945983840024","INR","9.34874983389821","94437.5217248318","0.155438880792946"
268,268,"9.33890311967197","9.64000369929079","INR","2.41471240936418","86840.8263782753","659.402616651174"
269,269,"7.4213578184131","3.87904486503992","INR","7.77114108039039","46590.6330073353","427.294805510832"
270,270,"8.40067083839754","7.16391980459779","INR","8.61470554269405","37493.7399058726","530.745546976725"
271,271,"8.49970976020962","3.4930085669288","INR","1.52179796812504","64940.4903604176","576.687751419237"
272,272,"3.69339182434221","5.90300497260498","INR","9.22383457876754","26750.5645326863","892.591453947432"
273,273,"8.27899095963959","0.104111317492712","INR","8.90175208441631","20501.1382002687","84.1166511011422"
