"id","commodity_id","mining_output","oil_production","crop_production","yield","sowing_area","harvest_data"
1,1,"683.797157306465","2321.37165019218","7437.12147188569","37.7780862124086","263.641513380841","Stable"
2,2,"9296.65889074993","5564.98473918992","3316.04966470878","87.2725836279846","863.315882575898","Stable"
3,3,"8887.12101915561","3799.17221724439","9058.98283791415","40.6170613451945","244.842070841935","Stable"
4,4,"1870.92180781358","6260.35288360866","1158.24518166214","86.2054190954175","530.711325522955","Stable"
5,5,"5336.18654521352","9542.85845541968","9054.98649539587","69.7569433752486","160.735183588137","Stable"
6,6,"2675.08536555105","8201.03188645635","9482.3899632749","20.4645652428266","652.261785342625","Stable"
7,7,"1697.27632174393","7509.27001802846","8376.5741082428","41.9037943304737","194.585663736077","Stable"
8,8,"4661.55916121651","1598.52241212352","6161.47594409294","27.2233372139018","219.66104535594","Stable"
9,9,"2612.12177372873","9766.19494507987","5020.10403959094","73.3276375297261","303.084349374337","Stable"
10,10,"2546.30292191437","571.212898214082","806.926922953506","54.4628715554924","107.245061046032","Stable"
11,11,"1947.35702490415","9350.56029045292","4425.84859879125","27.7741502845753","781.389534042332","Stable"
12,12,"7490.0801926632","8739.10087709679","7961.53546665404","29.9492976261267","41.6276426593318","Stable"
13,13,"348.555754267246","1394.25462518195","9300.41136593745","26.096409835094","790.336736736886","Stable"
14,14,"2175.65372559751","4153.86612266763","1970.65205701339","66.9186052573923","55.5336067601611","Stable"
15,15,"1299.9614622398","6378.77404997249","827.771898974432","36.3909439154432","144.08635019759","Stable"
16,16,"5254.99264385301","526.254863592646","1765.36040466905","18.8301085701445","924.46558472112","Stable"
17,17,"2274.67435422787","1115.63041510859","5849.20248961593","37.1441175161791","270.98725764133","Stable"
18,18,"5905.25992631731","7192.95129505169","9048.74691448087","5.40994171447009","853.68072942269","Stable"
19,19,"6637.86480133582","6340.16540649167","2521.05452806577","36.5759621465706","91.9352303290364","Stable"
20,20,"3413.07518821503","3456.30014366203","6494.11657712748","27.0426970933128","463.06062317517","Stable"
21,21,"2430.32919090891","2472.5077139672","3867.83099554408","79.7559377291096","925.130349606398","Stable"
22,22,"7692.30542970179","8894.42057813199","5825.29729376463","75.0624263739524","415.906452012128","Stable"
23,23,"6122.46202235239","5329.90982348166","1365.61007114325","28.0305557324666","747.220938080378","Stable"
24,24,"4134.1526681616","4005.14196950457","418.533272448303","34.5475997040895","993.159355989725","Stable"
25,25,"6026.43084907492","2903.84043295982","1220.966551847","40.4399530068002","945.423340704524","Stable"
26,26,"3580.81414343169","9175.00156177876","4071.99086333745","14.279890163287","362.04365480953","Stable"
27,27,"8820.22582782492","2228.68289452793","9206.64838445151","8.03089704856064","615.645777606087","Stable"
28,28,"6173.18713138123","4895.38101182738","3938.24861461165","85.385342545095","104.983140049659","Stable"
29,29,"8199.83484308452","9264.98599073678","7799.97079007984","56.3510083400264","95.4014513028361","Stable"
30,30,"3861.94050275424","9558.76233436882","4116.44798150924","90.0610116110971","622.304164683919","Stable"
31,31,"8763.24493198656","4935.57327056513","5130.24445594373","8.19922265546087","305.404926925869","Stable"
32,32,"7760.0488180512","2705.75867456967","2989.93263217069","53.3616979382417","339.435440796647","Stable"
33,33,"411.017563577718","7898.9901060457","4923.14165193694","43.796962346517","89.9428812221104","Stable"
34,34,"1146.29473327692","8268.43351640214","3070.33908488427","98.3250700106515","62.3676824670738","Stable"
35,35,"510.405498655919","3725.65356219274","2141.38772545015","27.9929604768138","878.000149173219","Stable"
36,36,"5205.00955422521","3.1580540626841","6180.02473593895","63.5418851723604","782.424744826632","Stable"
37,37,"5654.38906145745","3132.16329474896","4766.86010166601","95.5196126563304","220.282393920535","Stable"
38,38,"1519.82788131823","1163.51581740705","5296.5089621344","84.444976260538","434.485883044981","Stable"
39,39,"1407.1177456561","2304.44673768196","5162.32668570191","45.3149598061751","831.723544255952","Stable"
