"id","commodity_id","opportunity_score","confidence_score","risk_reward_ratio","entry_zone","exit_zone"
1,1,"7.85599819473352","9.16304871164232","3.285220971023","Support","Resistance"
2,2,"1.85915335867026","2.27790411962699","3.29168695338815","Support","Resistance"
3,3,"0.130098296554622","9.27023485283222","2.24980528110841","Support","Resistance"
4,4,"2.78854567014182","6.1690641512326","2.81422146909418","Support","Resistance"
5,5,"5.74223838618904","5.23947574788313","1.02314069890652","Support","Resistance"
6,6,"9.40468076403704","8.53777968515419","4.55329739937521","Support","Resistance"
7,7,"1.89896203847306","7.44036877570805","0.219776182321921","Support","Resistance"
8,8,"8.29559926853524","6.07612093159076","0.951668030369482","Support","Resistance"
9,9,"6.75063389042242","8.82203971067653","2.82340996339238","Support","Resistance"
10,10,"6.26025484916815","8.7722410296329","1.7320407461486","Support","Resistance"
11,11,"5.83380437527232","7.78399005026776","3.2493536383863","Support","Resistance"
12,12,"1.70394285039462","5.32927280687383","3.21221932954415","Support","Resistance"
13,13,"7.03145402344928","1.41671170454209","0.594760428322354","Support","Resistance"
14,14,"6.28942860388612","4.05787093798278","3.47439277685775","Support","Resistance"
15,15,"2.66260076769937","8.14281871282567","3.15891829360102","Support","Resistance"
16,16,"1.3920158182748","8.24093281117693","1.17618551253369","Support","Resistance"
17,17,"1.34399757974392","6.36041604236697","2.17390090361774","Support","Resistance"
18,18,"3.59127947563939","0.100599204186833","3.41168046778848","Support","Resistance"
19,19,"0.720696437638531","0.455923159826672","0.750866455708622","Support","Resistance"
20,20,"1.77392184319586","5.06137088088826","2.79126807965321","Support","Resistance"
21,21,"7.4797251308541","2.47195257491917","4.44829001916609","Support","Resistance"
22,22,"9.95084158468746","7.27788204965758","1.35320555664222","Support","Resistance"
23,23,"4.78233386265951","2.99813524676008","0.8559682173566","Support","Resistance"
24,24,"1.50055422620329","9.43440901793466","3.59166421357663","Support","Resistance"
25,25,"8.98794438198043","2.33442058206103","3.27677274980206","Support","Resistance"
26,26,"3.32558602228296","8.49011158312013","0.92749308542568","Support","Resistance"
27,27,"3.42467518224585","2.11945437475458","4.10303502797491","Support","Resistance"
28,28,"0.329321391955435","0.84414974212117","1.70894867572395","Support","Resistance"
29,29,"4.0570550273832","9.3316383797377","1.7400370106641","Support","Resistance"
30,30,"5.14729713993079","1.69437019575085","1.95992027844009","Support","Resistance"
31,31,"4.70917496934509","5.00750632511757","3.5922262663055","Support","Resistance"
32,32,"2.32880289078815","4.51491100643706","3.22068290664025","Support","Resistance"
33,33,"8.27845730161823","9.52022528548172","1.39586595217895","Support","Resistance"
34,34,"3.90057943083095","3.02905840067067","0.90239410798956","Support","Resistance"
35,35,"0.245475683202325","7.24947618506986","3.6031844559685","Support","Resistance"
36,36,"7.60061588569456","4.95024071292199","3.57106350800482","Support","Resistance"
37,37,"0.941640325602979","1.15829367207032","4.56169455939547","Support","Resistance"
38,38,"4.45399237353301","6.80205224574446","3.32081813700864","Support","Resistance"
39,39,"6.42159933320271","7.43211998047671","0.602256877426147","Support","Resistance"
40,40,"9.11397645881118","5.11371094021214","1.97184368702702","Support","Resistance"
41,41,"5.47080725837547","4.12725991485334","3.67291689285304","Support","Resistance"
42,42,"5.37164154428451","1.2724658410619","0.40596893161704","Support","Resistance"
43,43,"5.93414571463034","7.62908198926483","0.143245717795539","Support","Resistance"
44,44,"4.2306452084223","0.734843653331323","3.98712537645245","Support","Resistance"
45,45,"3.79414604919472","9.47493782079506","2.01711876362264","Support","Resistance"
46,46,"7.61026126005437","8.98971621895886","3.2835468653279","Support","Resistance"
47,47,"8.43378937949289","1.18882441558413","3.31168840488354","Support","Resistance"
48,48,"2.62183241380892","8.58784084002002","3.91264903302761","Support","Resistance"
49,49,"3.87586744840566","9.34924440584028","3.65833962900108","Support","Resistance"
50,50,"6.95797064906003","4.76267546866218","0.342562554046252","Support","Resistance"
51,51,"6.95322385136727","3.43749635342987","3.17914133499701","Support","Resistance"
52,52,"0.634749471982576","4.86327527559534","2.21126376834892","Support","Resistance"
53,53,"8.09893086757949","4.63465279591335","0.578055166839717","Support","Resistance"
54,54,"5.73004963333734","3.31673336124884","3.23307033039276","Support","Resistance"
55,55,"4.29088940788109","6.5324361386638","2.10336699096272","Support","Resistance"
56,56,"3.37176033687061","8.8010666846458","0.105494132852583","Support","Resistance"
57,57,"3.36223901433019","1.1233627784587","0.590873395604915","Support","Resistance"
58,58,"2.33105966119686","6.13408470007176","4.17498936621861","Support","Resistance"
59,59,"8.71963120617336","5.15555160083608","3.17216089685245","Support","Resistance"
60,60,"2.93851979655879","4.76154706887626","4.70325674556885","Support","Resistance"
61,61,"8.80429117781987","1.72235220865923","3.4185589879709","Support","Resistance"
62,62,"7.27137444065786","0.0595642374715299","0.598556594131274","Support","Resistance"
63,63,"1.86583761806249","1.2301898257474","2.06696763433292","Support","Resistance"
64,64,"8.03623199525828","3.98734865860027","1.985044837773","Support","Resistance"
65,65,"9.32281282844305","8.65329004026188","2.16468597236714","Support","Resistance"
66,66,"2.67391693201647","9.05882300637474","4.59946640794339","Support","Resistance"
67,67,"8.80956282206762","7.05904809408264","1.2766479915582","Support","Resistance"
68,68,"7.81605771477872","8.61699521173609","0.689925347959653","Support","Resistance"
69,69,"6.88037155313463","1.97733599231383","0.360011623327771","Support","Resistance"
70,70,"9.04609865269825","1.72786714714984","2.34943844187082","Support","Resistance"
71,71,"8.72467222239653","0.730248813379089","0.140690860919486","Support","Resistance"
72,72,"2.75511738368529","4.77341228892832","0.862543546844043","Support","Resistance"
73,73,"7.05374390564739","4.18250791003082","3.82185768486193","Support","Resistance"
74,74,"3.07183697644064","7.77212483580392","2.22022805425088","Support","Resistance"
75,75,"6.33195112881015","1.79343833849714","2.93562555826888","Support","Resistance"
76,76,"9.89108354257639","9.78594332517372","3.82634651639049","Support","Resistance"
77,77,"0.496204759683951","2.82267437569971","1.53632652413856","Support","Resistance"
78,78,"4.66128138194791","2.2501333819333","1.29393737081213","Support","Resistance"
79,79,"9.46142117518923","0.0246341957671237","2.53087156898813","Support","Resistance"
80,80,"8.59793045905914","5.59576325476376","4.60271870425462","Support","Resistance"
81,81,"4.82250141807683","5.06294100754167","4.54314014301216","Support","Resistance"
82,82,"8.77821662312054","1.2486949203409","1.41896041350134","Support","Resistance"
83,83,"2.83395955376325","0.611052438660382","3.64921618630638","Support","Resistance"
84,84,"6.25579424817861","8.96871017838053","2.10943859852704","Support","Resistance"
85,85,"0.475558975585322","6.87402291906956","4.90074386025747","Support","Resistance"
86,86,"9.18686383656876","1.53526909423553","4.71975911166439","Support","Resistance"
87,87,"6.82718157716362","8.06373415141751","4.14780547053092","Support","Resistance"
88,88,"0.00127163504707317","3.65306151869207","1.59905966199885","Support","Resistance"
89,89,"2.6364922682128","9.95109353280545","2.47236392137376","Support","Resistance"
90,90,"1.56230310271471","1.66295304378408","3.4538440566412","Support","Resistance"
91,91,"1.83519476226691","3.67855481274802","2.98058093605073","Support","Resistance"
92,92,"8.74057171832819","8.61288216560686","3.81995398561617","Support","Resistance"
93,93,"0.156320827888818","2.82581878918605","4.92802305506242","Support","Resistance"
94,94,"3.94463055424874","7.25130694827452","0.321382919169813","Support","Resistance"
